Round,State,Agent1_Type,Agent2_Type,Agent1_ExpPayoff,Agent2_ExpPayoff,Agent1_Payoff,Agent2_Payoff,Agent1_Action,Agent2_Action,Agent1_Regret,Agent2_Regret,Agent1_Belief,Agent2_Belief,Agent1_Visits,Agent2_Visits
108,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9908256880733946,0.9908256880733946,1.0,1.0,1,0,-4.273143689153068,-4.273143689153068,"[0.9908, 0.0092]","[0.0092, 0.9908]",108,108
109,0,FictitiousPlayAgent,FictitiousPlayAgent,0.990909090909091,0.990909090909091,1.0,1.0,1,0,-4.282234598243977,-4.282234598243977,"[0.9909, 0.0091]","[0.0091, 0.9909]",109,109
110,0,FictitiousPlayAgent,FictitiousPlayAgent,0.990990990990991,0.990990990990991,1.0,1.0,1,0,-4.291243607252986,-4.291243607252986,"[0.991, 0.009]","[0.009, 0.991]",110,110
111,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9910714285714286,0.9910714285714286,1.0,1.0,1,0,-4.300172178681557,-4.300172178681557,"[0.9911, 0.0089]","[0.0089, 0.9911]",111,111
112,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9911504424778761,0.9911504424778761,1.0,1.0,1,0,-4.309021736203682,-4.309021736203682,"[0.9912, 0.0088]","[0.0088, 0.9912]",112,112
113,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9912280701754386,0.9912280701754386,1.0,1.0,1,0,-4.317793666028243,-4.317793666028243,"[0.9912, 0.0088]","[0.0088, 0.9912]",113,113
114,0,FictitiousPlayAgent,FictitiousPlayAgent,0.991304347826087,0.991304347826087,1.0,1.0,1,0,-4.326489318202157,-4.326489318202157,"[0.9913, 0.0087]","[0.0087, 0.9913]",114,114
115,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9913793103448276,0.9913793103448276,1.0,1.0,1,0,-4.335110007857329,-4.335110007857329,"[0.9914, 0.0086]","[0.0086, 0.9914]",115,115
116,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9914529914529915,0.9914529914529915,1.0,1.0,1,0,-4.343657016404338,-4.343657016404338,"[0.9915, 0.0085]","[0.0085, 0.9915]",116,116
117,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9915254237288136,0.9915254237288136,1.0,1.0,1,0,-4.352131592675525,-4.352131592675525,"[0.9915, 0.0085]","[0.0085, 0.9915]",117,117
